Weld,Mean,Std
0.0,1.285604389677319,0.40779506123223497
1.0,6.230187553940193,0.3308315858266103
2.0,2.2454062149519576,0.3378987409615202
3.0,3.137821135123689,0.19302283293976677
4.0,3.627771333093278,0.5208033972347504
5.0,4.148863419182238,0.2713744971255869
6.0,4.893641966462505,0.29418702576617556
7.0,5.203825407496937,0.49862591908830556
8.0,5.420655123884448,0.6375704232869308
9.0,6.00819200205761,0.5351723815521306
